Date,Open,High,Low,Close,Prev_close,Change,%_change
2019-12-19,12.3375,12.415,11.325,12.1225,12.3375,-0.21,-1.74
2019-12-20,12.1225,12.7325,11.9025,12.325,12.1225,0.2,1.67
2019-12-23,12.325,14.505,10.695,11.9575,12.325,-0.37,-2.98
2019-12-24,11.9575,13.31,10.8875,11.625,11.9575,-0.33,-2.78
2019-12-26,11.625,12.3475,10.8425,11.1225,11.625,-0.5,-4.32
2019-12-27,11.1225,11.4675,10.425,10.525,11.1225,-0.6,-5.37
2019-12-30,10.525,11.4525,9.6175,11.0075,10.525,0.48,4.58
2019-12-31,11.0075,11.7925,10.44,11.6675,11.0075,0.66,6.0
2020-01-01,11.6675,11.73,11.085,11.5975,11.6675,-0.07,-0.6
2020-01-02,11.5975,11.7,10.73,11.49,11.5975,-0.11,-0.93
2020-01-03,11.49,12.94,10.685,12.695,11.49,1.21,10.49
2020-01-06,12.695,15.095,12.695,14.7775,12.695,2.08,16.4
2020-01-07,14.7775,14.9125,14.4625,14.61,14.7775,-0.17,-1.13
2020-01-08,14.61,16.3875,13.7925,15.64,14.61,1.03,7.05
2020-01-09,15.64,15.64,12.995,13.9975,15.64,-1.64,-10.5
2020-01-10,13.9975,14.245,13.1775,14.0775,13.9975,0.08,0.57
2020-01-13,14.0775,14.495,13.5775,14.275,14.0775,0.2,1.4
2020-01-14,14.275,14.275,13.0625,13.9125,14.275,-0.36,-2.54
2020-01-15,13.9125,14.4575,13.585,14.12,13.9125,0.21,1.49
2020-01-16,14.12,14.365,12.5975,14.1825,14.12,0.06,0.44
2020-01-17,14.1825,14.53,12.5025,14.1275,14.1825,-0.05,-0.39
2020-01-20,14.1275,15.495,12.465,15.41,14.1275,1.28,9.08
2020-01-21,15.41,16.04,15.0725,15.8625,15.41,0.45,2.94
2020-01-22,15.8625,16.61,15.3575,16.36,15.8625,0.5,3.14
2020-01-23,16.36,16.7075,15.7775,15.855,16.36,-0.5,-3.09
2020-01-24,15.855,16.215,14.5925,15.56,15.855,-0.29,-1.86
2020-01-27,15.56,17.34,14.6825,17.175,15.56,1.62,10.38
2020-01-28,17.175,17.615,16.9575,17.2975,17.175,0.12,0.71
2020-01-29,17.2975,17.2975,15.6525,16.4975,17.2975,-0.8,-4.62
2020-01-30,16.4975,17.14,15.38,16.7975,16.4975,0.3,1.82
2020-01-31,16.7975,17.59,14.9025,17.3675,16.7975,0.57,3.39
2020-02-01,17.3675,17.93,16.0325,16.835,17.3675,-0.53,-3.07
2020-02-03,16.835,17.03,15.4825,15.7825,16.835,-1.05,-6.25
2020-02-04,15.7825,15.7825,14.31,14.38,15.7825,-1.4,-8.89
2020-02-05,14.38,14.525,13.8175,14.1725,14.38,-0.21,-1.44
2020-02-06,14.1725,14.2425,12.645,13.78,14.1725,-0.39,-2.77
2020-02-07,13.78,13.9925,12.975,13.7475,13.78,-0.03,-0.24
2020-02-10,13.7475,14.6,12.965,14.21,13.7475,0.46,3.36
2020-02-11,14.21,14.21,11.375,13.88,14.21,-0.33,-2.32
2020-02-12,13.88,13.88,13.1475,13.6225,13.88,-0.26,-1.86
2020-02-13,13.6225,13.6725,11.8,13.37,13.6225,-0.25,-1.85
2020-02-14,13.37,13.9875,11.9025,13.615,13.37,0.25,1.83
2020-02-17,13.615,14.6175,13.38,14.415,13.615,0.8,5.88
2020-02-18,14.415,14.82,11.375,14.51,14.415,0.1,0.66
2020-02-19,14.51,14.51,13.4825,14.0225,14.51,-0.49,-3.36
2020-02-20,14.0225,14.0275,10.165,13.7,14.0225,-0.32,-2.3
2020-02-24,13.7,17.375,12.295,16.9975,13.7,3.3,24.07
2020-02-25,16.9975,17.3175,15.62,16.8975,16.9975,-0.1,-0.59
2020-02-26,16.8975,18.865,16.5025,18.26,16.8975,1.36,8.06
2020-02-27,18.26,19.155,16.8275,17.765,18.26,-0.5,-2.71
2020-02-28,17.765,23.6975,17.4825,23.235,17.765,5.47,30.79
2020-03-02,23.235,26.3425,19.92,25.2025,23.235,1.97,8.47
2020-03-03,25.2025,26.49,21.5425,24.5425,25.2025,-0.66,-2.62
2020-03-04,24.5425,26.2875,22.425,24.225,24.5425,-0.32,-1.29
2020-03-05,24.225,24.225,22.125,23.2475,24.225,-0.98,-4.04
2020-03-06,23.2475,27.55,23.2475,25.6425,23.2475,2.39,10.3
2020-03-09,25.6425,34.355,21.425,30.8,25.6425,5.16,20.11
2020-03-11,30.8,33.2375,29.65,31.555,30.8,0.75,2.45
2020-03-12,31.555,42.3275,29.81,41.1625,31.555,9.61,30.45
2020-03-13,41.1625,59.4825,41.1625,51.4725,41.1625,10.31,25.05
2020-03-16,51.4725,59.865,51.4725,58.875,51.4725,7.4,14.38
2020-03-17,58.875,63.44,57.25,62.925,58.875,4.05,6.88
2020-03-18,62.925,64.5775,61.1525,63.955,62.925,1.03,1.64
2020-03-19,63.955,73.3425,63.095,72.1975,63.955,8.24,12.89
2020-03-20,72.1975,72.965,65.38,67.1,72.1975,-5.1,-7.06
2020-03-23,67.1,73.3675,66.3175,71.985,67.1,4.89,7.28
2020-03-24,71.985,86.635,71.985,83.6075,71.985,11.62,16.15
2020-03-25,83.6075,84.5975,75.9725,77.625,83.6075,-5.98,-7.16
2020-03-26,77.625,79.405,70.675,71.5325,77.625,-6.09,-7.85
2020-03-27,71.5325,73.03,65.6325,70.385,71.5325,-1.15,-1.6
2020-03-30,70.385,73.365,70.28,71.89,70.385,1.5,2.14
2020-03-31,71.89,71.89,63.6075,64.4075,71.89,-7.48,-10.41
2020-04-01,64.4075,64.4075,59.78,60.0525,64.4075,-4.35,-6.76
2020-04-03,60.0525,60.59,54.9,55.3025,60.0525,-4.75,-7.91
2020-04-07,55.3025,55.3025,49.9425,51.8,55.3025,-3.5,-6.33
2020-04-08,51.8,53.7325,46.975,52.2425,51.8,0.44,0.85
2020-04-09,52.2425,52.2425,46.9025,49.745,52.2425,-2.5,-4.78
2020-04-13,49.745,52.4925,43.635,51.4575,49.745,1.71,3.44
2020-04-15,51.4575,51.4575,44.6475,49.735,51.4575,-1.72,-3.35
2020-04-16,49.735,49.735,42.255,46.095,49.735,-3.64,-7.32
2020-04-17,46.095,46.095,40.305,42.5925,46.095,-3.5,-7.6
2020-04-20,42.5925,44.0375,40.295,43.455,42.5925,0.86,2.03
2020-04-21,43.455,45.9625,36.215,45.1975,43.455,1.74,4.01
2020-04-22,45.1975,45.425,40.465,42.8225,45.1975,-2.38,-5.25
2020-04-23,42.8225,42.8225,36.9975,39.23,42.8225,-3.59,-8.39
2020-04-24,39.23,39.9475,34.9825,39.1175,39.23,-0.11,-0.29
2020-04-27,39.1175,40.1675,35.2125,38.0425,39.1175,-1.08,-2.75
2020-04-28,38.0425,41.9125,35.0675,35.355,38.0425,-2.69,-7.06
2020-04-29,35.355,35.355,31.4825,33.8375,35.355,-1.52,-4.29
2020-04-30,33.8375,34.2525,32.535,33.9875,33.8375,0.15,0.44
2020-05-04,33.9875,43.92,33.9875,43.67,33.9875,9.68,28.49
2020-05-05,43.67,43.865,38.1475,43.6075,43.67,-0.06,-0.14
2020-05-06,43.6075,43.63,40.1975,41.2475,43.6075,-2.36,-5.41
2020-05-07,41.2475,41.715,39.6575,39.93,41.2475,-1.32,-3.19
2020-05-08,39.93,39.93,36.5475,38.4075,39.93,-1.52,-3.81
2020-05-11,38.4075,38.495,36.9475,38.0375,38.4075,-0.37,-0.96
2020-05-12,38.0375,38.8125,35.245,38.205,38.0375,0.17,0.44
2020-05-13,38.205,39.0475,33.44,38.835,38.205,0.63,1.65
2020-05-14,38.835,38.835,35.795,38.1825,38.835,-0.65,-1.68
2020-05-15,38.1825,38.46,34.055,38.0175,38.1825,-0.16,-0.43
2020-05-18,38.0175,41.245,27.935,40.915,38.0175,2.9,7.62
2020-05-19,40.915,40.915,37.9525,39.4525,40.915,-1.46,-3.57
2020-05-20,39.4525,39.4525,34.095,35.81,39.4525,-3.64,-9.23
2020-05-21,35.81,35.81,32.575,32.985,35.81,-2.83,-7.89
2020-05-22,32.985,34.36,26.335,32.3775,32.985,-0.61,-1.84
2020-05-26,32.3775,33.21,30.9725,31.47,32.3775,-0.91,-2.8
2020-05-27,31.47,32.015,28.855,31.2725,31.47,-0.2,-0.63
2020-05-28,31.2725,31.2725,29.195,30.0175,31.2725,-1.26,-4.01
2020-05-29,30.0175,30.5675,27.41,30.22,30.0175,0.2,0.67
2020-06-01,30.22,32.1725,28.8325,30.7425,30.22,0.52,1.73
2020-06-02,30.7425,30.9175,27.9025,30.115,30.7425,-0.63,-2.04
2020-06-03,30.115,30.4025,29.335,30.0425,30.115,-0.07,-0.24
2020-06-04,30.0425,30.265,28.45,29.69,30.0425,-0.35,-1.17
2020-06-05,29.69,29.69,25.92,28.68,29.69,-1.01,-3.4
2020-06-08,28.68,30.145,27.7975,29.6475,28.68,0.97,3.37
2020-06-09,29.6475,30.34,27.24,30.205,29.6475,0.56,1.88
2020-06-10,30.205,30.205,28.7275,29.4375,30.205,-0.77,-2.54
2020-06-11,29.4375,30.42,28.39,29.66,29.4375,0.22,0.76
2020-06-12,29.66,32.875,29.66,30.8225,29.66,1.16,3.92
2020-06-15,30.8225,33.7775,29.915,32.5775,30.8225,1.75,5.69
2020-06-16,32.5775,35.3125,30.4075,32.965,32.5775,0.39,1.19
2020-06-17,32.965,34.0175,29.05,33.355,32.965,0.39,1.18
2020-06-18,33.355,33.4225,31.2175,31.455,33.355,-1.9,-5.7
2020-06-19,31.455,31.9125,29.6775,29.965,31.455,-1.49,-4.74
2020-06-22,29.965,30.9825,29.965,30.46,29.965,0.5,1.65
2020-06-23,30.46,31.1475,29.2425,29.34,30.46,-1.12,-3.68
2020-06-24,29.34,30.53,27.79,29.5775,29.34,0.24,0.81
2020-06-25,29.5775,31.285,29.0575,29.7275,29.5775,0.15,0.51
2020-06-26,29.7275,30.065,28.315,28.735,29.7275,-0.99,-3.34
2020-06-29,28.735,30.45,27.98,28.91,28.735,0.18,0.61
2020-06-30,28.91,29.6325,28.405,29.1175,28.91,0.21,0.72
2020-07-01,29.1175,29.1625,27.9375,28.1175,29.1175,-1.0,-3.43
2020-07-02,28.1175,28.1175,26.315,26.5075,28.1175,-1.61,-5.73
2020-07-03,26.5075,26.775,25.6275,25.7675,26.5075,-0.74,-2.79
2020-07-06,25.7675,26.175,24.5425,25.1975,25.7675,-0.57,-2.21
2020-07-07,25.1975,25.645,24.24,25.1025,25.1975,-0.1,-0.38
2020-07-08,25.1025,26.355,25.03,26.1,25.1025,1.0,3.97
2020-07-09,26.1,27.6575,24.735,24.9125,26.1,-1.19,-4.55
2020-07-10,24.9125,25.4775,23.485,24.9425,24.9125,0.03,0.12
2020-07-13,24.9425,25.9075,22.805,25.2525,24.9425,0.31,1.24
2020-07-14,25.2525,27.265,25.2525,26.6375,25.2525,1.38,5.48
2020-07-21,24.7125,24.7125,23.725,24.4275,24.7125,-0.29,-1.15
2020-07-22,24.4275,25.8025,23.73,24.885,24.4275,0.46,1.87
2020-07-23,24.885,24.935,24.0075,24.64,24.885,-0.25,-0.98
2020-07-24,24.64,25.295,22.7375,24.535,24.64,-0.11,-0.43
2020-07-27,24.535,25.7175,23.29,25.0175,24.535,0.48,1.97
2020-07-28,25.0175,25.215,23.545,23.6425,25.0175,-1.38,-5.5
2020-07-29,23.6425,24.4975,23.6425,24.1125,23.6425,0.47,1.99
2020-07-30,24.1125,25.1425,22.09,24.7275,24.1125,0.61,2.55
2020-07-31,24.7275,25.3725,23.9675,24.1925,24.7275,-0.54,-2.16
2020-08-03,24.1925,25.69,23.2625,25.185,24.1925,0.99,4.1
2020-08-04,25.185,25.185,23.555,23.815,25.185,-1.37,-5.44
2020-08-05,23.815,23.9325,21.825,23.5675,23.815,-0.25,-1.04
2020-08-06,23.5675,23.705,22.525,23.15,23.5675,-0.42,-1.77
2020-08-07,23.15,23.31,21.755,22.5775,23.15,-0.57,-2.47
2020-08-10,22.5775,23.015,21.4525,22.51,22.5775,-0.07,-0.3
2020-08-11,22.51,22.51,20.215,21.36,22.51,-1.15,-5.11
2020-08-12,21.36,21.9225,16.85,20.845,21.36,-0.52,-2.41
2020-08-13,20.845,21.19,19.46,20.5675,20.845,-0.28,-1.33
2020-08-14,20.5675,22.97,16.34,21.6725,20.5675,1.11,5.37
2020-08-17,21.6725,22.8775,19.5575,21.3075,21.6725,-0.36,-1.68
2020-08-18,21.3075,21.3075,18.2525,20.43,21.3075,-0.88,-4.12
2020-08-19,20.43,20.43,17.835,19.9575,20.43,-0.47,-2.31
2020-08-20,19.9575,21.08,17.6625,20.6175,19.9575,0.66,3.31
2020-08-21,20.6175,20.6175,14.885,19.9375,20.6175,-0.68,-3.3
2020-08-24,19.9375,20.0675,17.8875,19.23,19.9375,-0.71,-3.55
2020-08-25,19.23,19.805,15.4225,19.315,19.23,0.09,0.44
2020-08-26,19.315,19.5925,17.2225,19.3025,19.315,-0.01,-0.06
2020-08-27,19.3025,19.47,17.4525,18.895,19.3025,-0.41,-2.11
2020-08-28,18.895,18.895,16.655,18.3475,18.895,-0.55,-2.9
2020-08-31,18.3475,23.8725,16.4,22.835,18.3475,4.49,24.46
2020-09-01,22.835,23.2425,21.11,21.8,22.835,-1.04,-4.53
2020-09-02,21.8,22.495,19.8525,21.105,21.8,-0.7,-3.19
2020-09-03,21.105,21.105,18.16,20.5025,21.105,-0.6,-2.85
2020-09-04,20.5025,22.6475,19.8575,22.1525,20.5025,1.65,8.05
2020-09-07,22.1525,23.2475,17.245,22.0075,22.1525,-0.14,-0.65
2020-09-08,22.0075,23.0725,17.57,22.7225,22.0075,0.71,3.25
2020-09-09,22.7225,23.27,20.1975,22.23,22.7225,-0.49,-2.17
2020-09-10,22.23,22.23,17.7,21.2625,22.23,-0.97,-4.35
2020-09-11,21.2625,21.345,18.1725,20.7125,21.2625,-0.55,-2.59
2020-09-14,20.7125,21.74,17.5325,21.19,20.7125,0.48,2.31
2020-09-15,21.19,21.19,18.8975,20.5975,21.19,-0.59,-2.8
2020-09-16,20.5975,20.5975,16.325,19.66,20.5975,-0.94,-4.55
2020-09-17,19.66,20.6825,17.5525,20.1,19.66,0.44,2.24
2020-09-18,20.1,20.77,17.5825,20.045,20.1,-0.05,-0.27
2020-09-21,20.045,22.9925,18.2675,22.1875,20.045,2.14,10.69
2020-09-22,22.1875,23.275,15.755,21.41,22.1875,-0.78,-3.5
2020-09-23,21.41,22.4775,19.37,20.99,21.41,-0.42,-1.96
2020-09-24,20.99,23.8175,20.925,23.51,20.99,2.52,12.01
2020-09-25,23.51,23.51,18.6675,20.675,23.51,-2.84,-12.06
2020-09-28,20.675,21.0975,19.35,19.5725,20.675,-1.1,-5.33
2020-09-29,19.5725,20.1975,18.4275,19.775,19.5725,0.2,1.03
2020-09-30,19.775,20.215,17.675,19.53,19.775,-0.24,-1.24
2020-10-01,19.53,19.53,17.375,18.35,19.53,-1.18,-6.04
2020-10-05,18.35,20.025,18.35,19.705,18.35,1.35,7.38
2020-10-06,19.705,19.8925,18.36,19.635,19.705,-0.07,-0.36
2020-10-07,19.635,20.3375,19.0675,20.06,19.635,0.42,2.16
2020-10-08,20.06,20.855,18.9775,20.38,20.06,0.32,1.6
2020-10-09,20.38,21.0075,17.51,20.38,20.38,0.0,0.0
2020-10-12,20.38,22.1,19.39,21.1275,20.38,0.75,3.67
2020-10-13,21.1275,21.65,20.525,20.715,21.1275,-0.41,-1.95
2020-10-14,20.715,20.9625,18.425,20.21,20.715,-0.5,-2.44
2020-10-15,20.21,22.275,19.0375,22.0575,20.21,1.85,9.14
2020-10-16,22.0575,22.4175,20.485,21.645,22.0575,-0.41,-1.87
2020-10-19,21.645,22.3175,15.465,21.8175,21.645,0.17,0.8
2020-10-20,21.8175,22.7925,18.79,22.69,21.8175,0.87,4.0
2020-10-21,22.69,23.545,18.3775,22.915,22.69,0.22,0.99
2020-10-22,22.915,23.515,17.44,22.635,22.915,-0.28,-1.22
2020-10-23,22.635,22.78,19.8325,21.8275,22.635,-0.81,-3.57
2020-10-26,21.8275,23.405,21.32,22.8325,21.8275,1.0,4.6
2020-10-27,22.8325,23.1675,22.1225,22.195,22.8325,-0.64,-2.79
2020-10-28,22.195,23.465,20.08,23.28,22.195,1.09,4.89
2020-10-29,23.28,24.36,22.2825,24.0225,23.28,0.74,3.19
2020-10-30,24.0225,26.3,21.725,24.7525,24.0225,0.73,3.04
2020-11-02,24.7525,25.9175,24.22,25.21,24.7525,0.46,1.85
2020-11-03,25.21,25.3325,22.9175,24.24,25.21,-0.97,-3.85
2020-11-04,24.24,24.24,20.6725,23.2,24.24,-1.04,-4.29
2020-11-05,23.2,23.2,19.99,20.965,23.2,-2.23,-9.63
2020-11-06,20.965,20.965,19.2825,20.4975,20.965,-0.47,-2.23
2020-11-09,20.4975,21.0475,17.58,20.1125,20.4975,-0.38,-1.88
2020-11-10,20.1125,21.845,19.895,21.5775,20.1125,1.46,7.28
2020-11-11,21.5775,22.375,18.995,22.0325,21.5775,0.45,2.11
2020-11-12,22.0325,22.0325,19.7875,20.62,22.0325,-1.41,-6.41
2020-11-13,20.62,29.525,19.5575,19.7025,20.62,-0.92,-4.45
2020-11-14,19.7025,19.7025,16.175,19.13,19.7025,-0.57,-2.91
2020-11-17,19.13,20.405,18.4025,19.8025,19.13,0.67,3.52
2020-11-18,19.8025,19.8025,15.72,19.12,19.8025,-0.68,-3.45
2020-11-19,19.12,19.9825,16.325,19.57,19.12,0.45,2.35
2020-11-20,19.57,19.8075,16.9975,19.6175,19.57,0.05,0.24
2020-11-23,19.6175,20.8625,16.91,20.7975,19.6175,1.18,6.02
2020-11-24,20.7975,22.0,20.025,21.0575,20.7975,0.26,1.25
2020-11-25,21.0575,23.495,20.68,23.1275,21.0575,2.07,9.83
2020-11-26,23.1275,23.1275,19.4375,20.0225,23.1275,-3.11,-13.43
2020-11-27,20.0225,21.28,17.625,19.8175,20.0225,-0.21,-1.02
2020-12-01,19.8175,21.235,19.245,20.1825,19.8175,0.37,1.84
2020-12-02,20.1825,20.5525,17.9625,19.9075,20.1825,-0.28,-1.36
2020-12-03,19.9075,19.9075,17.7225,19.0,19.9075,-0.91,-4.56
2020-12-04,19.0,19.035,16.53,18.0275,19.0,-0.97,-5.12
2020-12-07,18.0275,18.315,16.95,18.025,18.0275,-0.0,-0.01
2020-12-08,18.025,18.795,16.2675,18.6175,18.025,0.59,3.29
2020-12-09,18.6175,19.63,16.22,18.92,18.6175,0.3,1.62
2020-12-10,18.92,19.385,17.4225,18.7125,18.92,-0.21,-1.1
2020-12-11,18.7125,19.285,17.3625,18.79,18.7125,0.08,0.41
2020-12-14,18.79,19.6425,15.3275,19.4025,18.79,0.61,3.26
2020-12-15,19.4025,19.8275,15.6925,19.345,19.4025,-0.06,-0.3
2020-12-16,19.345,19.3975,18.6075,19.2,19.345,-0.14,-0.75
2020-12-17,19.2,21.6225,14.0525,19.1575,19.2,-0.04,-0.22
2020-12-18,19.1575,19.4925,14.555,18.6225,19.1575,-0.54,-2.79
2020-12-21,18.6225,23.68,18.6225,23.19,18.6225,4.57,24.53
2020-12-22,23.19,24.48,16.5925,21.985,23.19,-1.21,-5.2
2020-12-23,21.985,22.0825,19.395,20.495,21.985,-1.49,-6.78
2020-12-24,20.495,20.9525,15.645,19.9675,20.495,-0.53,-2.57
2020-12-28,19.9675,21.0225,18.5975,20.4275,19.9675,0.46,2.3
2020-12-29,20.4275,21.2125,17.6275,20.79,20.4275,0.36,1.77
2020-12-30,20.79,21.5875,20.79,21.11,20.79,0.32,1.54
2020-12-31,21.11,21.505,19.19,21.095,21.11,-0.02,-0.07
2021-01-01,21.095,21.3325,19.2625,19.56,21.095,-1.54,-7.28
2021-01-04,19.56,21.0275,19.335,20.03,19.56,0.47,2.4
2021-01-05,20.03,21.005,20.03,20.46,20.03,0.43,2.15
2021-01-06,20.46,21.63,20.425,20.995,20.46,0.54,2.61
2021-01-07,20.995,20.995,20.1375,20.615,20.995,-0.38,-1.81
2021-01-08,20.615,20.85,17.38,20.64,20.615,0.03,0.12
2021-01-11,20.64,22.745,20.64,22.3825,20.64,1.74,8.44
2021-01-12,22.3825,23.26,22.2925,22.8475,22.3825,0.46,2.08
2021-01-13,22.8475,24.0475,22.37,23.2925,22.8475,0.45,1.95
2021-01-14,23.2925,23.7025,22.8075,23.0275,23.2925,-0.27,-1.14
2021-01-15,23.0275,24.6775,23.0275,24.01,23.0275,0.98,4.27
2021-01-18,24.01,25.4125,23.5675,24.395,24.01,0.38,1.6
2021-01-19,24.395,24.395,20.36,22.8975,24.395,-1.5,-6.14
2021-01-20,22.8975,23.185,19.33,21.55,22.8975,-1.35,-5.88
2021-01-21,21.55,22.7775,18.6175,22.18,21.55,0.63,2.92
2021-01-22,22.18,23.04,18.73,22.4225,22.18,0.24,1.09
2021-01-25,22.4225,23.81,20.3375,23.245,22.4225,0.82,3.67
2021-01-27,23.245,24.7475,20.83,24.3925,23.245,1.15,4.94
2021-01-28,24.3925,25.295,23.435,24.29,24.3925,-0.1,-0.42
2021-01-29,24.29,25.99,22.08,25.3425,24.29,1.05,4.33
2021-02-01,25.3425,25.925,22.6,23.3225,25.3425,-2.02,-7.97
2021-02-02,23.3225,23.61,21.0025,23.345,23.3225,0.02,0.1
2021-02-03,23.345,24.1975,20.9475,23.745,23.345,0.4,1.71
2021-02-04,23.745,23.9325,22.09,23.1225,23.745,-0.62,-2.62
2021-02-05,23.1225,23.935,20.08,23.415,23.1225,0.29,1.27
2021-02-08,23.415,24.345,22.1775,23.9575,23.415,0.54,2.32
2021-02-09,23.9575,24.4675,21.4325,24.27,23.9575,0.31,1.3
2021-02-10,24.27,24.955,20.9075,23.9525,24.27,-0.32,-1.31
2021-02-11,23.9525,24.2225,21.0175,23.045,23.9525,-0.91,-3.79
2021-02-12,0.0,0.0,0.0,23.045,23.9525,-0.91,-3.79
2021-02-15,22.0425,22.39,20.8225,21.475,22.0425,-0.57,-2.57
2021-02-16,21.475,22.115,20.535,21.78,21.475,0.3,1.42
2021-02-17,21.78,21.88,21.0975,21.505,21.78,-0.28,-1.26
2021-02-18,21.505,22.085,19.9625,21.5425,21.505,0.04,0.17
2021-02-19,21.5425,22.8675,19.345,22.25,21.5425,0.71,3.28
2021-02-22,22.25,25.82,20.0225,25.47,22.25,3.22,14.47
2021-02-23,25.47,25.6425,23.8575,25.2275,25.47,-0.24,-0.95
2021-02-24,25.2275,25.2275,23.4825,24.1675,25.2275,-1.06,-4.2
2021-02-25,24.1675,24.1675,22.6275,22.8925,24.1675,-1.28,-5.28
2021-02-26,22.8925,29.645,22.8925,28.1425,22.8925,5.25,22.93
2021-03-01,28.1425,28.1425,24.95,25.625,28.1425,-2.52,-8.95
2021-03-02,25.625,25.625,23.21,23.605,25.625,-2.02,-7.88
2021-03-03,23.605,23.605,21.815,22.09,23.605,-1.52,-6.42
2021-03-04,22.09,24.5775,22.09,24.15,22.09,2.06,9.33
2021-03-05,24.15,26.4075,22.8625,25.56,24.15,1.41,5.84
2021-03-08,25.56,25.6525,21.2025,24.675,25.56,-0.88,-3.46
2021-03-09,24.675,24.675,21.4375,22.495,24.675,-2.18,-8.83
2021-03-10,22.495,22.495,19.315,20.7475,22.495,-1.75,-7.77
2021-03-12,20.7475,22.67,18.5375,21.7075,20.7475,0.96,4.63
2021-03-15,21.7075,22.9325,20.995,21.2275,21.7075,-0.48,-2.21
2021-03-16,21.2275,21.2275,18.0625,20.19,21.2275,-1.04,-4.89
2021-03-17,20.19,20.42,18.62,20.1575,20.19,-0.03,-0.16
2021-03-18,20.1575,20.9475,16.6825,20.08,20.1575,-0.08,-0.38
